City,State,Latitude,Longitude
Jefferson,WI,42.993502,-88.759793
Rosedale,VA,36.95095,-81.964938
Mountville,PA,40.038842,-76.425978
Burgaw,NC,34.546108,-77.937122
Kane,PA,41.66284,-78.81114
Borger,TX,35.706837,-101.398793
North Billerica,MA,42.58343,-71.2845
Vandalia,OH,39.89061,-84.19883
Orange,VA,38.219183,-78.046093
Chatfield,MN,43.84552,-92.18905
Neillsville,WI,44.688149,-90.669407
Fruitland,ID,43.974615,-116.900775
Alexander,ND,47.84308,-103.6427
Cherokee,OK,36.665351,-98.366783
Karnes City,TX,28.922377,-97.937085
Monticello,UT,38.099745,-109.259108
Macon,MO,39.773979,-92.451742
Grand Blanc,MI,42.9227,-83.67376
Burnet,TX,30.749465,-98.238816
Norfolk,VA,36.895911,-76.208521
Ritzville,WA,47.087055,-118.4813
Saint Marys,KS,39.256719,-96.128154
Clay Center,KS,39.349452,-97.164849
Washington,KS,39.781107,-97.054286
Darien,CT,41.075846,-73.480765
Ticonderoga,NY,43.852071,-73.478024
Grassy Butte,ND,47.39529,-103.24908
Simpsonville,SC,34.696203,-82.289322
Pass Lake,ON,44.655522,-92.256292
Hartsville,SC,34.345106,-80.073953
Siler City,NC,35.72347,-79.46224
Society Hill,SC,34.442018,-79.880497
Farmville,NC,35.59544,-77.58525
Wausau,WI,44.963304,-89.704051
Muskegon,MI,43.237691,-86.254186
Alsip,IL,41.673552,-87.735958
Mascoutah,IL,38.421239,-89.769993
Wikieup,AZ,34.70335,-113.61132
Wittmann,AZ,33.77642,-112.5285
Waldo,FL,29.7968,-82.156228
Fairfield,IL,38.389091,-88.367146
Moody,AL,33.603543,-86.466833
Rich Square,NC,36.31037,-77.318446
Aberdeen,MD,39.499909,-76.231177
Stanley,ND,48.345765,-102.418466
Perth Amboy,NJ,40.520654,-74.279144
Hermitage,PA,41.221984,-80.438887
Dripping Springs,TX,30.165463,-98.044468
Rantoul,IL,40.30837,-88.15588
Claysburg,PA,40.28968,-78.4482
Blairsville,PA,40.486445,-79.195766
Oglesby,IL,41.29531,-89.05953
Hartford,SD,43.62303,-96.94256
Waterville,OH,41.513751,-83.765287
Bernalillo,NM,35.30004,-106.55114
Leland,MS,33.398505,-90.88387
Ada,OK,34.748961,-96.685325
Houghton Lake,MI,44.31242,-84.76241
Brookville,OH,39.83672,-84.41134
Cuero,TX,29.093677,-97.260776
Harrisburg,IL,37.720129,-88.536736
Llano,TX,30.71514,-98.610863
Plainfield,IN,39.70421,-86.39944
Searcy,AR,35.243622,-91.731729
Lawrenceville,PA,41.984078,-77.181189
Killeen,TX,31.085833,-97.357099
Shattuck,OK,36.27587,-99.88123
Cisco,TX,32.286476,-98.973319
Eau Claire,WI,44.75653,-91.473097
Boscobel,WI,43.13443,-90.7054
Rhinelander,WI,45.704474,-89.386562
Norwood Young America,MN,44.805487,-93.766524
Sidney,MT,47.655825,-104.195206
Shelby,IA,41.5161,-95.45028
North Fort Myers,FL,26.744557,-81.88854
Clifton Park,NY,42.850576,-73.792524
Angola,IN,41.672567,-85.000474
Indianola,MS,33.443446,-90.608662
Belgrade,MT,45.77576,-111.17718
Defuniak Springs,FL,30.851178,-86.200838
New Martinsville,WV,39.611459,-80.817928
Brainerd,MN,46.350195,-94.099983
Tallahassee,FL,30.427753,-84.258472
Stacy,MN,45.405278,-92.969118
Tilden,TX,28.350458,-98.56876
Rifle,CO,39.582273,-107.794723
Campbell,NY,42.262954,-77.215478
Palmetto,FL,27.577315,-82.516004
Odem,TX,27.941424,-97.581752
Denver,NC,35.53125,-81.0298
Chillicothe,OH,39.337384,-82.991332
Seymour,WI,44.51499,-88.33038
Big Bend,WI,42.882441,-88.205514
Newport,NC,34.766818,-76.878174
Wellington,CO,40.795455,-105.085627
Youngsville,NC,36.018749,-78.438181
Greenwood,MS,33.550408,-90.224856
Catarina,TX,28.34985,-99.61606
Pleasanton,TX,28.975023,-98.495551
Cleveland,TN,35.149223,-84.874031
Davidson,SK,35.50233,-80.83912
Cloquet,MN,46.72417,-92.46389
Wilkesboro,NC,36.14596,-81.16064
Grantsboro,NC,35.090185,-76.828552
Belhaven,NC,35.445752,-76.639119
Grayville,IL,38.25755,-87.99364
Hamel,IL,38.88894,-89.84538
Mount Pleasant,IA,40.994595,-91.573713
Seattle,WA,47.610902,-122.336422
Bridgeview,IL,41.75003,-87.80422
Houlton,ME,46.121345,-67.833009
Pierceton,IN,41.20032,-85.70554
Monroe,OH,39.448492,-84.374549
Stockdale,TX,29.235395,-97.934068
Tunkhannock,PA,41.566386,-75.975715
Pittsburgh,PA,40.47441,-79.950968
Danville,IN,39.766794,-86.530319
Medicine Hat,AB,41.143956,-96.992319
Hart,MI,44.662952,-84.089518
Portland,TN,36.547545,-86.515887
Baden,PA,40.63507,-80.22812
Woodway,TX,31.539194,-97.265089
Barberton,OH,41.019655,-81.621195
Bennet,NE,40.664491,-96.518083
Watson Lake,YT,32.490714,-89.437594
Kaukauna,WI,44.27804,-88.27205
Pendleton,IN,39.99754,-85.74664
Bidwell,OH,38.92307,-82.276201
Troy,OH,40.062621,-84.226398
Athens,TN,35.457491,-84.63982
Benton,KY,36.888765,-88.305502
Mount Gilead,OH,40.525904,-82.752848
Selby,SD,45.434632,-100.098171
Blunt,SD,44.43719,-99.926952
Box Elder,SD,44.11249,-103.06823
Paulding,OH,41.121205,-84.532406
Roans Prairie,TX,30.607534,-95.957945
Drewryville,VA,36.662286,-77.335713
Williams,AZ,35.24946,-112.191
Evansville,IN,37.997128,-87.574963
Baird,TX,32.322053,-99.335495
Farmerville,LA,32.777031,-92.39525
Towanda,PA,41.76758,-76.44272
Woodville,TX,30.74856,-94.38912
New Baden,IL,38.53505,-89.70065
Poplarville,MS,30.756774,-89.58072
Floresville,TX,29.162771,-98.175887
Corpus Christi,TX,27.797802,-97.399067
Guthrie,OK,35.877129,-97.456312
Bevier,MO,39.752572,-92.576944
New Town,ND,47.971759,-102.471636
Adams,WI,43.892066,-89.827509
San Augustine,TX,31.548122,-94.111751
Seaboard,NC,36.490454,-77.442173
Bennettsville,SC,34.598755,-79.707693
Mona,UT,39.848111,-111.850284
Casey,IL,39.293482,-87.954456
Hanna,IN,41.378592,-86.788687
Plainview,MN,44.15121,-92.202044
Mukwonago,WI,42.86668,-88.33343
Berlin,WI,43.915726,-89.027124
Caro,MI,43.489001,-83.385078
Abbotsford,WI,44.94636,-90.31597
Perryopolis,PA,40.064564,-79.775594
Nevada,IA,42.00207,-93.503866
Concord,NH,43.230314,-71.536101
Fowlerville,MI,42.641649,-84.054241
Cairo,GA,30.857503,-84.22903
Nixon,TX,29.331033,-97.789879
Hinckley,MN,46.014689,-92.938103
Oswego,IL,41.68281,-88.35146
Ellendale,MN,43.927861,-93.286367
Lansing,MI,42.599184,-84.371973
Moose Lake,MN,46.45139,-92.76667
Milton,WI,42.77556,-88.944
Detroit Lakes,MN,46.834262,-95.746871
Falling Waters,WV,39.572966,-77.882155
Cumberland,MD,39.580691,-78.690593
Seiling,OK,36.100391,-98.94537
La Fayette,NY,42.822662,-76.80197
Valliant,OK,34.00463,-95.090099
Sadieville,KY,38.383618,-84.553016
Sault Ste Marie,ON,,
Mattoon,IL,39.48309,-88.37283
Mesquite,TX,32.777779,-96.62315
Union City,OK,35.392567,-97.944388
Bonita Springs,FL,26.552895,-81.94861
Plainfield,IL,41.632457,-88.169698
Des Plaines,IL,42.048278,-87.890466
Uniontown,PA,39.944884,-79.770063
Berea,OH,41.370548,-81.861757
Monroeville,PA,40.42118,-79.7881
Texhoma,OK,36.507508,-101.780668
Ogilvie,MN,45.833199,-93.402621
Shelby,NE,41.19557,-97.42532
York Springs,PA,40.007937,-77.100231
Valley,NE,41.342714,-96.344273
Lebanon,OH,39.429284,-84.173507
Holcomb,KS,38.098129,-100.961803
Converse,TX,29.51801,-98.31612
Leola,PA,40.100846,-76.191873
Rio Grande City,TX,26.499887,-98.752428
Swanton,VT,44.9181,-73.1243
Clint,TX,31.59234,-106.22414
Balgonie,SK,48.288633,-124.397803
Wilmington,IL,41.285227,-88.114299
Carol Stream,IL,41.839679,-88.088716
Batavia,IL,41.85003,-88.31257
Lindsay,OK,34.836481,-97.51668
Nowata,OK,36.69908,-95.631607
Ferrisburgh,VT,44.210886,-73.256629
Brownwood,TX,31.775393,-98.99153
Maxwell,TX,29.88105,-97.79334
Scott City,KS,38.482307,-100.906427
Roanoke,TX,33.009335,-97.22672
Alpharetta,GA,34.112373,-84.30205
Davenport,FL,28.167211,-81.631589
Monon,IN,40.86782,-86.8789
Wellsville,UT,41.637826,-111.917588
Draper,UT,40.506148,-111.869671
Vinita,OK,36.723649,-95.197639
Austin,TX,30.268335,-97.741382
Ida,LA,32.924377,-93.900321
Boardman,OR,45.83986,-119.70058
Teague,TX,31.627713,-96.21236
Superior,NE,40.036673,-98.069593
Brookfield,MO,39.822644,-93.116
Gallatin,MO,39.897521,-93.934987
Queen City,MO,40.409719,-92.569221
Meadowview,VA,36.76039,-81.8629
Tolleson,AZ,33.45004,-112.25932
Belleville,KS,39.836218,-97.601461
De Soto,IA,41.52888,-94.00662
Purdy,MO,36.78885,-93.917312
Quanah,TX,34.39086,-99.857216
Harrisonville,MO,38.615239,-94.321556
Hawthorne,FL,29.59191,-82.08732
Dyersburg,TN,36.036069,-89.438461
Carson City,NV,39.15306,-119.747368
Pewaukee,WI,43.080185,-88.264875
Elk River,MN,45.29802,-93.57246
Marlow,OK,34.640543,-97.908875
Lake,MS,32.3432,-89.32868
Manson,IA,42.50089,-94.57695
Haltom City,TX,32.801874,-97.263393
Sauk Rapids,MN,45.654829,-94.073533
White House,TN,36.481635,-86.689867
Watts,OK,36.10925,-94.57022
Eads,CO,38.440752,-102.554901
Sapulpa,OK,35.982642,-96.163955
Craig,CO,40.745223,-107.694794
Guttenberg,IA,42.78999,-91.10291
Two Harbors,MN,46.781134,-92.096688
Cayce,SC,33.96571,-81.07398
Livingston,LA,30.407207,-90.743125
Pleasanton,KS,38.176349,-94.713323
Lanexa,VA,37.465312,-76.909711
Bastrop,TX,30.140905,-97.313592
Marshfield,WI,44.589394,-90.190595
Jacksonville,IL,39.737044,-90.301388
New London,MO,39.582974,-91.382389
Franklin Park,IL,41.93598,-87.884962
Buffalo,MN,45.180732,-93.927556
Lawrenceburg,TN,35.235493,-87.397143
Malvern,OH,40.69173,-81.18121
Twin Falls,ID,42.400555,-114.524876
Springfield,OH,39.927059,-83.813228
Two Rivers,WI,44.15388,-87.56925
Cunningham,KS,37.630922,-98.35639
Chanute,KS,37.609218,-95.416422
Knoxville,IL,40.90837,-90.28485
Rich Hill,MO,38.096228,-94.360832
Greenup,IL,39.274017,-88.124598
Broken Arrow,OK,35.986399,-95.818064
Madison,AL,34.643795,-86.818118
Butler,WI,43.108459,-88.071489
Moore Haven,FL,26.886471,-81.195575
Show Low,AZ,34.313307,-110.020527
Santaquin,UT,39.97551,-111.78521
Duncan,OK,34.547749,-97.933279
North Jackson,OH,41.075435,-80.86694
Northwood,IA,43.428355,-93.261042
Winters,TX,31.951207,-99.955406
Budd Lake,NJ,40.880028,-74.75756
Red Rock,OK,36.455368,-97.187383
Newfield,NJ,39.565465,-75.014084
Sinton,TX,28.012823,-97.556615
Wisconsin Dells,WI,43.62748,-89.77096
Baraboo,WI,43.47109,-89.74429
Paris,TX,33.655162,-95.605194
Strasburg,PA,39.98316,-76.18412
Benjamin,TX,33.599303,-99.884689
Annville,PA,40.33237,-76.50737
Strasburg,OH,40.598698,-81.549884
Hardin,MT,45.52731,-107.6963
Ely,NV,39.314155,-114.840433
Gardnerville,NV,38.818277,-119.649498
Giddings,TX,30.249357,-96.931852
Hinton,IA,42.625126,-96.299512
Magee,MS,31.87377,-89.73369
Clairton,PA,40.324279,-79.931735
Delaware,OH,40.289886,-82.981095
Monroe,WI,42.612966,-89.656994
Hampton,IA,42.731454,-93.230657
Jamestown,MO,38.771269,-92.481749
Palmyra,NE,40.705559,-96.397545
Avon,NY,42.895631,-77.735104
Reedsville,PA,40.66396,-77.59583
Carrollton,OH,40.571861,-81.064859
South Elgin,IL,41.99419,-88.2923
Newton,NC,35.631914,-81.17193
Stillwater,MN,45.061416,-92.84736
Bedford Park,IL,41.811929,-87.68732
West Lafayette,IN,40.467303,-86.928132
West Chicago,IL,41.896691,-88.211014
Grand Haven,MI,43.008786,-86.129031
Jourdanton,TX,28.932742,-98.612998
Kyle,TX,29.996599,-97.83354
Iowa Falls,IA,42.43026,-93.253363
Carlton,MN,46.66306,-92.42778
Middleton,WI,43.114772,-89.529153
Ashland,WI,46.558577,-90.738773
Marietta,GA,33.912473,-84.557181
Newcastle,OK,35.219694,-97.574274
Cumberland,WI,45.53218,-92.01935
Salem,MO,37.640709,-91.53927
Woodruff,WI,45.859618,-89.653705
Black Earth,WI,43.13722,-89.74679
Waukegan,IL,42.352097,-87.867656
Park Falls,WI,45.93333,-90.45
Ramer,TN,35.065178,-88.641833
Pine Bluff,AR,34.208962,-91.985946
Sheboygan Falls,WI,43.726404,-87.853069
Bushnell,FL,28.676288,-82.149168
Troy,TX,31.174847,-97.269835
Bellville,OH,40.646184,-82.481491
Midlothian,IL,41.62531,-87.71755
Saint Thomas,PA,39.916149,-77.811826
New Alexandria,PA,40.396655,-79.444008
Wrightsville,GA,32.635692,-82.657495
North Vernon,IN,38.98478,-85.60941
Avis,PA,41.186028,-77.316191
Pacific Junction,IA,41.011257,-95.808797
Kersey,CO,40.38748,-104.56163
Redford,MI,42.392286,-83.282029
Sheridan,WY,44.780378,-106.837563
Ste Agathe,MB,36.572183,-99.573764
Paynesville,MN,45.506403,-94.734316
Blakeslee,PA,41.09259,-75.59269
Saint Joseph,MN,45.56496,-94.31833
Caldwell,TX,30.526184,-96.658407
Elizabethtown,KY,37.684807,-85.878391
Waupun,WI,43.63332,-88.72955
Benton,IL,37.994423,-88.907464
Capac,MI,43.026326,-82.929772
Cortez,CO,37.373594,-108.662826
Lowell,AR,36.25535,-94.13076
Orla,TX,31.82513,-103.90881
Hudson,NH,42.76386,-71.43139
Belen,NM,34.651051,-106.695247
Randlett,OK,34.284738,-98.40044
Jasper,MO,37.33616,-94.30134
Henry,IL,41.11142,-89.35648
Hanson,KY,37.41727,-87.48083
Fowler,IN,40.606541,-87.311247
Riverton,NJ,40.000162,-74.991632
Henderson,NV,35.927901,-114.972061
Inwood,WV,39.362373,-78.033065
New Salem,ND,46.805999,-101.429122
Sonora,TX,30.579386,-100.671422
Minden,NV,39.008718,-119.729731
Scottsville,KY,36.783817,-86.188104
Abilene,KS,38.9111,-97.195283
Donna,TX,26.17035,-98.05195
Slayton,MN,43.993479,-95.763493
Madill,OK,34.09038,-96.77167
Milford,NE,40.77786,-97.082489
Sigourney,IA,41.310884,-92.159246
North Sioux City,SD,44.446796,-100.238176
Lakin,KS,37.938907,-101.264981
Plainview,NE,42.35378,-97.788065
Garner,IA,43.10357,-93.60243
Amery,WI,45.348566,-92.401379
New Prague,MN,44.536713,-93.55598
Berthoud,CO,40.30832,-105.08109
Round Lake,IL,42.35336,-88.09341
Corinth,ME,44.980538,-69.010879
Dover Foxcroft,ME,45.409279,-68.666598
Corinna,ME,44.944157,-69.228736
Tipton,IN,40.311418,-86.063107
Mesquite,NV,36.810062,-114.072236
Cameron,WI,45.40857,-91.74406
Riverton,UT,40.52189,-111.9391
Yemassee,SC,32.692321,-80.887321
Elko,NV,40.905583,-115.534429
Augusta,ME,44.351642,-69.803773
El Reno,OK,35.508128,-98.026708
Rush City,MN,45.67987,-92.978158
Pulaski,WI,44.67222,-88.2426
Jal,NM,32.094646,-103.193924
Lancaster,MA,42.45565,-71.67312
Adams,MA,42.62776,-73.11862
Wadsworth,OH,41.071841,-81.751008
Brawley,CA,33.096382,-115.280168
Greenville,ME,45.4666,-69.58907
Pierre,SD,44.334073,-100.094195
Covington,VA,37.780216,-79.986963
Inglewood,ON,33.956526,-118.358654
Brodhead,WI,42.61834,-89.37623
Sidney,OH,40.293558,-84.209198
Jaffray,BC,42.821969,-72.082559
Reidsville,NC,36.358275,-79.742001
Melrose Park,IL,41.91488,-87.858707
Princeton,MN,45.56996,-93.58163
Webster City,IA,42.434161,-93.825581
Kodak,TN,35.974032,-83.602564
Franklin,ID,42.028792,-111.787055
Isanti,MN,45.48944,-93.24611
Milbank,SD,45.171617,-96.629203
Littlefield,AZ,36.8872,-113.92969
Thayne,WY,42.956988,-110.974174
Escanaba,MI,45.74525,-87.06458
New London,WI,44.405595,-88.859107
Morristown,TN,36.188826,-83.261343
West Frankfort,IL,41.601888,-88.045328
Eunice,NM,32.440629,-103.18336
Islandia,NY,40.806738,-73.170891
Medford,NY,40.82124,-72.98653
Stone Mountain,GA,33.797412,-84.197984
Elberton,GA,34.129737,-82.840971
Mount Ayr,IA,40.716275,-94.228794
Corning,AR,36.40784,-90.57983
Slippery Rock,PA,41.052427,-80.043821
Attapulgus,GA,30.835331,-84.511949
Jesup,GA,31.600775,-81.957787
Holstein,IA,42.443085,-95.530596
Marysville,KS,39.863544,-96.617219
Warrensburg,MO,38.76279,-93.73605
Madison,MS,32.553769,-90.138906
Oakes,ND,46.109493,-98.225652
Loving,NM,32.272039,-104.147248
New Hampton,NY,41.375634,-74.43375
Brewerton,NY,43.227448,-76.140648
Queensbury,NY,43.340954,-73.685911
Westmorland,CA,33.037976,-115.591387
Marietta,OK,33.935268,-97.111939
Monroeton,PA,41.713484,-76.487176
Mercersburg,PA,39.82787,-77.90333
Chappell Hill,TX,30.156759,-96.278602
Trinity,TX,30.910161,-95.312168
Mora,MN,45.918782,-93.297792
Gladstone,VA,37.58939,-78.860834
Sprague,WA,47.299844,-117.977732
Endeavor,WI,43.6866,-89.483441
Midwest,WY,43.405584,-106.278264
Copiague,NY,40.68022,-73.394762
Lovington,NM,32.94401,-103.34855
Plains,TX,33.149263,-102.834676
Hamilton,MO,39.719176,-94.002251
Hazen,AR,34.782306,-91.569612
Lake Village,AR,33.331905,-91.297702
Denmark,WI,44.34777,-87.82732
Stanley,WI,44.95997,-90.93708
Coleman,TX,31.896653,-99.400197
Schiller Park,IL,41.95918,-87.873412
Early,TX,31.787392,-98.922858
De Leon,TX,32.070468,-98.650751
Colorado City,TX,32.340912,-100.900564
Lake Wales,FL,27.900707,-81.58445
White Deer,TX,35.414902,-101.176661
Odonnell,TX,32.977027,-101.937148
Denver City,TX,33.005196,-102.851592
Clarendon,TX,34.968107,-100.891655
Muleshoe,TX,34.092391,-102.829924
Mentone,TX,31.825466,-103.65528
Elkhorn,WI,42.671666,-88.563961
Milaca,MN,45.90321,-93.620355
Tacna,AZ,32.693448,-113.976313
Willow Beach,AZ,35.87026,-114.65942
Estherville,IA,43.377886,-94.737792
Edon,OH,41.58754,-84.738401
Saint Clair,MI,42.876235,-82.547672
Prairie Du Sac,WI,43.28693,-89.72401
Mc Kees Rocks,PA,40.444235,-80.146724
Crest Hill,IL,41.55475,-88.09867
Eutaw,AL,32.836298,-87.893016
Bettendorf,IA,41.52448,-90.51569
Willow Springs,MO,36.933184,-91.89891
Gunnison,UT,39.136318,-111.845821
Elgin,SC,34.19522,-80.79861
Warrenton,GA,33.406118,-82.641067
Mason City,IA,43.116477,-93.270559
Forest City,IA,43.299419,-93.684781
Anoka,MN,45.282482,-93.418574
Kendallville,IN,41.44144,-85.26498
Thorp,WA,47.06535,-120.67063
Posen,IL,41.628359,-87.687037
Lockbourne,OH,39.80923,-82.972404
Glencoe,MN,44.770238,-94.195685
Douglassville,PA,40.25787,-75.7263
Brownville,ME,45.310095,-69.029462
Silt,CO,39.502817,-107.665664
North Branch,MN,45.5125,-92.98333
Kent,OH,41.132323,-81.332781
Crete,IL,41.426684,-87.621223
Topeka,KS,38.988075,-95.780662
Smiths Station,AL,32.540139,-85.098547
Delano,MN,45.04028,-93.78556
Pyote,TX,31.538694,-103.126666
Barrington,NH,43.22286,-71.04701
Clearfield,UT,41.120367,-112.06076
Tilton,IL,40.09531,-87.64752
Milan,MI,44.662952,-84.089518
Springfield,VA,38.763463,-77.186063
New Carlisle,OH,39.959249,-83.986855
Creston,IA,41.049896,-94.347137
Oronoco,MN,44.16608,-92.53491
Bourbonnais,IL,41.180968,-87.847038
Schuyler,NE,41.559744,-97.079635
Mesa,AZ,33.440695,-111.856967
Ayer,MA,42.566573,-71.575135
Glendale,AZ,33.531753,-112.177935
Rutland,VT,43.630346,-72.93586
Carrizozo,NM,33.641799,-105.875816
Logan,NM,35.52453,-103.264281
Paris,TN,36.31586,-88.315916
Wetumpka,AL,32.592659,-86.215304
Morrisonville,IL,39.42005,-89.45565
West Point,GA,32.907328,-85.077535
Center,MO,39.508451,-91.53793
Page,AZ,36.91472,-111.45583
Jonesburg,MO,38.85338,-91.30599
Painted Post,NY,42.16202,-77.09414
Summerton,SC,33.55156,-80.322756
Pipestone,MN,43.989267,-96.265153
Freeman,SD,43.321384,-97.547869
Fort Pierre,SD,44.343326,-100.635312
Brighton,IL,39.07267,-90.254596
Ankeny,IA,41.672687,-93.572173
Altamont,IL,39.053436,-88.719754
Geneva,IN,40.612058,-84.936072
Greene,IA,42.826237,-92.84909
Randall,MN,46.105236,-94.531738
Mountain Lake,MN,43.939276,-94.924319
Vinton,IA,42.087347,-91.987332
Blackwell,OK,36.80448,-97.28282
Saukville,WI,43.38167,-87.94065
Drumright,OK,36.012363,-96.548022
Douglass,KS,37.535867,-96.998807
Hugoton,KS,37.243161,-101.281684
Tonganoxie,KS,37.923162,-95.346697
McAlester,OK,34.985768,-95.790791
Janesville,MN,44.11497,-93.70495
Seward,NE,40.91582,-97.101341
Kieler,WI,42.859325,-90.791337
Tonica,IL,41.222005,-88.989972
Shannon,IL,42.154795,-89.764627
South Pekin,IL,40.49448,-89.65177
Washington,IA,41.31663,-91.751808
Sleepy Eye,MN,44.317309,-94.777163
Mulberry Grove,IL,38.93611,-89.313739
Seneca,KS,39.847328,-96.031629
Early,IA,42.458243,-95.16624
Overbrook,KS,38.724549,-95.574894
Smith Center,KS,39.77918,-98.78507
Tipp City,OH,39.941967,-84.16626
Minden,IA,41.404922,-95.549781
Gibbon,NE,40.770884,-98.882818
Hope Mills,NC,34.921277,-78.93292
Neenah,WI,44.182337,-88.527574
Cambridge,NE,40.269966,-100.171378
Carey,OH,40.927265,-83.387038
Carrollton,TX,32.962473,-96.89817
Madison,CT,41.27954,-72.59843
Navasota,TX,30.383369,-96.008619
Liberty,TX,30.094593,-94.737806
Walpole,NH,43.072239,-72.390121
Malad City,ID,42.236441,-112.556004
Leesport,PA,40.44704,-75.96632
Lebanon,PA,40.331594,-76.397634
Walkersville,MD,39.491247,-77.343542
Combined Locks,WI,44.26582,-88.31427
Henrietta,TX,33.906101,-98.201732
Waldorf,MD,38.603783,-76.867928
Woodford,VA,38.130103,-77.417234
Broadway,VA,38.619698,-78.815219
Salem,VA,37.28814,-80.067762
Lynchburg,VA,37.359607,-79.141653
Lorton,VA,38.692865,-77.204031
Fairfax,VA,38.853231,-77.305097
Beltsville,MD,38.833563,-76.877743
Elkridge,MD,39.205756,-76.753093
Upper Marlboro,MD,38.816171,-76.786093
Bladensburg,MD,38.93928,-76.93386
Curtis Bay,MD,39.226774,-76.588021
Rockville,MD,39.089557,-77.184127
Capitol Heights,MD,38.833563,-76.877743
Salisbury,MD,38.382445,-75.633621
Glen Burnie,MD,39.170158,-76.579836
Clinton,MD,38.739765,-76.912096
Hyattsville,MD,38.95286,-76.946296
Gaithersburg,MD,39.139336,-77.182953
Sharon Hill,PA,39.901112,-75.267628
Martinsburg,WV,39.456903,-77.972754
Winchester,VA,39.169668,-78.16856
Frederick,MD,39.443551,-77.33294
Sterling,VA,39.023047,-77.399367
Manassas,VA,38.793641,-77.531024
Sandston,VA,37.501495,-77.271789
Chantilly,VA,38.88668,-77.44566
Culpeper,VA,38.511694,-77.9928
Bealeton,VA,38.545289,-77.756064
Ruckersville,VA,38.258615,-78.407377
Apex,NC,35.712397,-78.915514
Raleigh,NC,35.773632,-78.634457
Warsaw,VA,37.96954,-76.766517
Selma,NC,35.563572,-78.244459
Chesterfield,VA,37.392683,-77.605362
Powhatan,VA,37.541609,-77.928759
Rockville,VA,37.739029,-77.708072
Richmond,VA,37.524246,-77.493157
Gum Spring,VA,37.7757,-77.896662
Quinton,VA,37.518432,-77.134289
Henrico,VA,37.437521,-77.300333
Hampton,VA,37.072658,-76.38992
Troy,VA,37.95591,-78.276599
Midlothian,VA,37.454138,-77.66258
Charlottesville,VA,38.026588,-78.48045
Warrior,AL,33.790134,-86.829871
Danbury,CT,41.376242,-73.471416
Plymouth,MA,41.886207,-70.638717
Luling,TX,29.709928,-97.638005
New Holstein,WI,43.949886,-88.101954
Marana,AZ,32.43674,-111.22538
Lock Haven,PA,41.13701,-77.44693
Newton Falls,OH,41.197392,-80.952731
Three Rivers,MI,44.657491,-84.036529
Mount Juliet,TN,36.156231,-86.304922
Madras,OR,44.62616,-121.128106
Yulee,FL,30.6233,-81.590249
Williston,SC,33.40265,-81.42011
SALINA,UT,38.95774,-111.85992
Laurens,SC,34.528882,-82.055091
Somerset,WI,45.12441,-92.67354
Dundee,IL,42.106199,-88.304394
Marion,IA,42.056938,-91.573963
Lake Park,MN,46.891231,-96.102425
Greenville,OH,40.156478,-84.649068
Monticello,IA,42.23834,-91.18709
Eddyville,IA,41.112342,-92.570765
Gordon,AL,31.14129,-85.0966
Chicago Heights,IL,41.508774,-87.590314
Romeoville,IL,41.64038,-88.069621
Wysox,PA,41.77452,-76.39938
Elwood,IL,41.44288,-88.090588
Alva,OK,36.826594,-98.640045
Rockwell City,IA,42.393114,-94.633664
Anahuac,TX,29.662044,-94.592995
Phillips,WI,45.724607,-90.370984
New Haven,CT,41.365709,-72.927507
Vincennes,IN,38.707231,-87.417306
Jefferson,TX,32.805853,-94.365546
Pooler,GA,32.11548,-81.24706
Waynesboro,GA,33.080724,-81.986767
Blythewood,SC,34.21432,-80.97398
Vaughn,NM,34.600841,-105.205826
Bellingham,WA,48.754401,-122.478836
Lexington,IL,40.64142,-88.7834
Manning,IA,41.90915,-95.06499
Ortonville,MN,45.376691,-96.516214
Eagle,NE,40.81667,-96.43029
Perkins,OK,35.97394,-97.03364
Sheffield,IA,42.89441,-93.21187
Mount Pleasant,MI,43.640574,-84.847417
Osceola,WI,45.283783,-92.535618
DUNDAS,MN,44.42941,-93.20188
Sussex,WI,43.148887,-88.245381
Caledonia,MI,42.81868,-85.524437
Norwalk,OH,41.204562,-82.573222
Elmira,NY,42.082585,-76.71857
Middlebury Center,PA,41.84368,-77.27442
Gaston,SC,33.815305,-81.104235
Huntington,IN,40.842697,-85.489225
Brenham,TX,30.216516,-96.385104
Como,MS,34.474028,-89.954427
Green River,WY,41.52858,-109.46625
Bartlesville,OK,36.728272,-96.067573
Geary,OK,35.630034,-98.32054
Thomas,OK,35.709894,-98.81099
Arnett,OK,36.049727,-99.689764
Hartford,CT,41.791776,-72.718832
Yerington,NV,39.080415,-119.228631
Tinley Park,IL,41.57337,-87.78449
Jacksonville,AR,34.918774,-92.15149
Rogers,AR,36.320391,-93.978383
Brighton,CO,39.942984,-104.786597
Windsor,CO,40.484657,-104.900983
Huxley,IA,41.906086,-93.616342
Bondurant,IA,41.730186,-93.45694
Waynesville,MO,37.767552,-92.210471
Scooba,MS,32.822624,-88.478138
Palatine,IL,42.097976,-88.014072
Lake Zurich,IL,42.216543,-88.076942
Newcastle,WY,43.8397,-104.567814
Chalmette,LA,29.947746,-89.954906
Mound City,MO,40.16754,-95.230117
Hillsboro,TN,35.380586,-85.965585
Sandersville,MS,31.790929,-89.041363
Devine,TX,29.21041,-98.978383
Nelson,MO,39.029347,-92.992939
Seymour,MO,37.17598,-92.820353
Wahpeton,ND,46.283291,-96.917614
